species,chromosome,type,chunks,length_kb
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,72,360
Rhynchospora_breviuscula,CM050400.1,array,2,10
Rhynchospora_breviuscula,CM050400.1,gap,1,5
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,51,255
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,80,400
Rhynchospora_breviuscula,CM050400.1,array,6,30
Rhynchospora_breviuscula,CM050400.1,gap,128,640
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,58,290
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,66,330
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,45,225
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,17,85
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,98,490
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,32,160
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,63,315
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,70,350
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,74,370
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,40,200
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,25,125
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,71,355
Rhynchospora_breviuscula,CM050400.1,array,2,10
Rhynchospora_breviuscula,CM050400.1,gap,49,245
Rhynchospora_breviuscula,CM050400.1,array,7,35
Rhynchospora_breviuscula,CM050400.1,gap,11,55
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,103,515
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,77,385
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,46,230
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,56,280
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,82,410
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,95,475
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,51,255
Rhynchospora_breviuscula,CM050400.1,array,2,10
Rhynchospora_breviuscula,CM050400.1,gap,31,155
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,29,145
Rhynchospora_breviuscula,CM050400.1,array,2,10
Rhynchospora_breviuscula,CM050400.1,gap,61,305
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,23,115
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,112,560
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,52,260
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,62,310
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,19,95
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,22,110
Rhynchospora_breviuscula,CM050400.1,array,2,10
Rhynchospora_breviuscula,CM050400.1,gap,126,630
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,2,10
Rhynchospora_breviuscula,CM050400.1,array,2,10
Rhynchospora_breviuscula,CM050400.1,gap,84,420
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,96,480
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,63,315
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,58,290
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,49,245
Rhynchospora_breviuscula,CM050400.1,array,6,30
Rhynchospora_breviuscula,CM050400.1,gap,135,675
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,76,380
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,109,545
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,97,485
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,67,335
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,97,485
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,37,185
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,152,760
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,48,240
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,118,590
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,48,240
Rhynchospora_breviuscula,CM050400.1,array,9,45
Rhynchospora_breviuscula,CM050400.1,gap,101,505
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,239,1195
Rhynchospora_breviuscula,CM050400.1,array,2,10
Rhynchospora_breviuscula,CM050400.1,gap,14,70
Rhynchospora_breviuscula,CM050400.1,array,8,40
Rhynchospora_breviuscula,CM050400.1,gap,86,430
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,1,5
Rhynchospora_breviuscula,CM050400.1,array,2,10
Rhynchospora_breviuscula,CM050400.1,gap,1,5
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,67,335
Rhynchospora_breviuscula,CM050400.1,array,7,35
Rhynchospora_breviuscula,CM050400.1,gap,93,465
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,113,565
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,86,430
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,73,365
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,96,480
Rhynchospora_breviuscula,CM050400.1,array,7,35
Rhynchospora_breviuscula,CM050400.1,gap,56,280
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,77,385
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,106,530
Rhynchospora_breviuscula,CM050400.1,array,6,30
Rhynchospora_breviuscula,CM050400.1,gap,6,30
Rhynchospora_breviuscula,CM050400.1,array,6,30
Rhynchospora_breviuscula,CM050400.1,gap,116,580
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,43,215
Rhynchospora_breviuscula,CM050400.1,array,6,30
Rhynchospora_breviuscula,CM050400.1,gap,93,465
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,89,445
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,103,515
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,79,395
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,49,245
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,63,315
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,87,435
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,50,250
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,72,360
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,111,555
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,111,555
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,73,365
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,76,380
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,49,245
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,75,375
Rhynchospora_breviuscula,CM050400.1,array,7,35
Rhynchospora_breviuscula,CM050400.1,gap,114,570
Rhynchospora_breviuscula,CM050400.1,array,6,30
Rhynchospora_breviuscula,CM050400.1,gap,59,295
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,77,385
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,100,500
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,66,330
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,42,210
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,81,405
Rhynchospora_breviuscula,CM050400.1,array,6,30
Rhynchospora_breviuscula,CM050400.1,gap,97,485
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,50,250
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,88,440
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,76,380
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,91,455
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,122,610
Rhynchospora_breviuscula,CM050400.1,array,9,45
Rhynchospora_breviuscula,CM050400.1,gap,106,530
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,26,130
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,50,250
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,1,5
Rhynchospora_breviuscula,CM050400.1,array,1,5
Rhynchospora_breviuscula,CM050400.1,gap,1,5
Rhynchospora_breviuscula,CM050400.1,array,1,5
Rhynchospora_breviuscula,CM050400.1,gap,1,5
Rhynchospora_breviuscula,CM050400.1,array,10,50
Rhynchospora_breviuscula,CM050400.1,gap,59,295
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,87,435
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,28,140
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,64,320
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,37,185
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,63,315
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,77,385
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,82,410
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,53,265
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,85,425
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,21,105
Rhynchospora_breviuscula,CM050400.1,array,1,5
Rhynchospora_breviuscula,CM050400.1,gap,120,600
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,54,270
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,64,320
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,29,145
Rhynchospora_breviuscula,CM050400.1,array,2,10
Rhynchospora_breviuscula,CM050400.1,gap,2,10
Rhynchospora_breviuscula,CM050400.1,array,2,10
Rhynchospora_breviuscula,CM050400.1,gap,46,230
Rhynchospora_breviuscula,CM050400.1,array,7,35
Rhynchospora_breviuscula,CM050400.1,gap,83,415
Rhynchospora_breviuscula,CM050400.1,array,2,10
Rhynchospora_breviuscula,CM050400.1,gap,1,5
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,2,10
Rhynchospora_breviuscula,CM050400.1,array,7,35
Rhynchospora_breviuscula,CM050400.1,gap,67,335
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,118,590
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,130,650
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,110,550
Rhynchospora_breviuscula,CM050400.1,array,6,30
Rhynchospora_breviuscula,CM050400.1,gap,15,75
Rhynchospora_breviuscula,CM050400.1,array,1,5
Rhynchospora_breviuscula,CM050400.1,gap,83,415
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,93,465
Rhynchospora_breviuscula,CM050400.1,array,6,30
Rhynchospora_breviuscula,CM050400.1,gap,105,525
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,1,5
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,1,5
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,148,740
Rhynchospora_breviuscula,CM050400.1,array,6,30
Rhynchospora_breviuscula,CM050400.1,gap,6,30
Rhynchospora_breviuscula,CM050400.1,array,1,5
Rhynchospora_breviuscula,CM050400.1,gap,1,5
Rhynchospora_breviuscula,CM050400.1,array,2,10
Rhynchospora_breviuscula,CM050400.1,gap,79,395
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,143,715
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,2,10
Rhynchospora_breviuscula,CM050400.1,array,1,5
Rhynchospora_breviuscula,CM050400.1,gap,68,340
Rhynchospora_breviuscula,CM050400.1,array,6,30
Rhynchospora_breviuscula,CM050400.1,gap,81,405
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,93,465
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,21,105
Rhynchospora_breviuscula,CM050400.1,array,3,15
Rhynchospora_breviuscula,CM050400.1,gap,1,5
Rhynchospora_breviuscula,CM050400.1,array,2,10
Rhynchospora_breviuscula,CM050400.1,gap,66,330
Rhynchospora_breviuscula,CM050400.1,array,9,45
Rhynchospora_breviuscula,CM050400.1,gap,16,80
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,58,290
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,59,295
Rhynchospora_breviuscula,CM050400.1,array,6,30
Rhynchospora_breviuscula,CM050400.1,gap,96,480
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,100,500
Rhynchospora_breviuscula,CM050400.1,array,4,20
Rhynchospora_breviuscula,CM050400.1,gap,116,580
Rhynchospora_breviuscula,CM050400.1,array,5,25
Rhynchospora_breviuscula,CM050400.1,gap,50,250
Rhynchospora_breviuscula,CM050400.1,array,9,45
Rhynchospora_breviuscula,CM050400.1,gap,180,900
Rhynchospora_breviuscula,CM050401.1,gap,248,1240
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,1,5
Rhynchospora_breviuscula,CM050401.1,array,3,15
Rhynchospora_breviuscula,CM050401.1,gap,204,1020
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,101,505
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,75,375
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,26,130
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,76,380
Rhynchospora_breviuscula,CM050401.1,array,6,30
Rhynchospora_breviuscula,CM050401.1,gap,117,585
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,39,195
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,18,90
Rhynchospora_breviuscula,CM050401.1,array,3,15
Rhynchospora_breviuscula,CM050401.1,gap,67,335
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,9,45
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,93,465
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,113,565
Rhynchospora_breviuscula,CM050401.1,array,2,10
Rhynchospora_breviuscula,CM050401.1,gap,1,5
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,131,655
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,19,95
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,164,820
Rhynchospora_breviuscula,CM050401.1,array,6,30
Rhynchospora_breviuscula,CM050401.1,gap,61,305
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,40,200
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,66,330
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,112,560
Rhynchospora_breviuscula,CM050401.1,array,3,15
Rhynchospora_breviuscula,CM050401.1,gap,67,335
Rhynchospora_breviuscula,CM050401.1,array,3,15
Rhynchospora_breviuscula,CM050401.1,gap,19,95
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,148,740
Rhynchospora_breviuscula,CM050401.1,array,3,15
Rhynchospora_breviuscula,CM050401.1,gap,5,25
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,63,315
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,142,710
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,40,200
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,26,130
Rhynchospora_breviuscula,CM050401.1,array,6,30
Rhynchospora_breviuscula,CM050401.1,gap,114,570
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,39,195
Rhynchospora_breviuscula,CM050401.1,array,3,15
Rhynchospora_breviuscula,CM050401.1,gap,44,220
Rhynchospora_breviuscula,CM050401.1,array,2,10
Rhynchospora_breviuscula,CM050401.1,gap,64,320
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,27,135
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,123,615
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,1,5
Rhynchospora_breviuscula,CM050401.1,array,1,5
Rhynchospora_breviuscula,CM050401.1,gap,80,400
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,22,110
Rhynchospora_breviuscula,CM050401.1,array,6,30
Rhynchospora_breviuscula,CM050401.1,gap,140,700
Rhynchospora_breviuscula,CM050401.1,array,6,30
Rhynchospora_breviuscula,CM050401.1,gap,47,235
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,51,255
Rhynchospora_breviuscula,CM050401.1,array,1,5
Rhynchospora_breviuscula,CM050401.1,gap,76,380
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,46,230
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,80,400
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,89,445
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,1,5
Rhynchospora_breviuscula,CM050401.1,array,2,10
Rhynchospora_breviuscula,CM050401.1,gap,107,535
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,104,520
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,18,90
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,80,400
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,64,320
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,61,305
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,75,375
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,58,290
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,49,245
Rhynchospora_breviuscula,CM050401.1,array,1,5
Rhynchospora_breviuscula,CM050401.1,gap,17,85
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,57,285
Rhynchospora_breviuscula,CM050401.1,array,2,10
Rhynchospora_breviuscula,CM050401.1,gap,36,180
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,54,270
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,130,650
Rhynchospora_breviuscula,CM050401.1,array,3,15
Rhynchospora_breviuscula,CM050401.1,gap,60,300
Rhynchospora_breviuscula,CM050401.1,array,3,15
Rhynchospora_breviuscula,CM050401.1,gap,46,230
Rhynchospora_breviuscula,CM050401.1,array,6,30
Rhynchospora_breviuscula,CM050401.1,gap,60,300
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,113,565
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,110,550
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,76,380
Rhynchospora_breviuscula,CM050401.1,array,8,40
Rhynchospora_breviuscula,CM050401.1,gap,111,555
Rhynchospora_breviuscula,CM050401.1,array,3,15
Rhynchospora_breviuscula,CM050401.1,gap,10,50
Rhynchospora_breviuscula,CM050401.1,array,2,10
Rhynchospora_breviuscula,CM050401.1,gap,1,5
Rhynchospora_breviuscula,CM050401.1,array,2,10
Rhynchospora_breviuscula,CM050401.1,gap,1,5
Rhynchospora_breviuscula,CM050401.1,array,1,5
Rhynchospora_breviuscula,CM050401.1,gap,75,375
Rhynchospora_breviuscula,CM050401.1,array,3,15
Rhynchospora_breviuscula,CM050401.1,gap,88,440
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,80,400
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,62,310
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,79,395
Rhynchospora_breviuscula,CM050401.1,array,2,10
Rhynchospora_breviuscula,CM050401.1,gap,1,5
Rhynchospora_breviuscula,CM050401.1,array,3,15
Rhynchospora_breviuscula,CM050401.1,gap,132,660
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,5,25
Rhynchospora_breviuscula,CM050401.1,array,2,10
Rhynchospora_breviuscula,CM050401.1,gap,74,370
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,52,260
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,84,420
Rhynchospora_breviuscula,CM050401.1,array,3,15
Rhynchospora_breviuscula,CM050401.1,gap,47,235
Rhynchospora_breviuscula,CM050401.1,array,3,15
Rhynchospora_breviuscula,CM050401.1,gap,56,280
Rhynchospora_breviuscula,CM050401.1,array,7,35
Rhynchospora_breviuscula,CM050401.1,gap,78,390
Rhynchospora_breviuscula,CM050401.1,array,3,15
Rhynchospora_breviuscula,CM050401.1,gap,75,375
Rhynchospora_breviuscula,CM050401.1,array,6,30
Rhynchospora_breviuscula,CM050401.1,gap,103,515
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,114,570
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,61,305
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,3,15
Rhynchospora_breviuscula,CM050401.1,array,1,5
Rhynchospora_breviuscula,CM050401.1,gap,29,145
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,63,315
Rhynchospora_breviuscula,CM050401.1,array,6,30
Rhynchospora_breviuscula,CM050401.1,gap,110,550
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,68,340
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,76,380
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,20,100
Rhynchospora_breviuscula,CM050401.1,array,2,10
Rhynchospora_breviuscula,CM050401.1,gap,96,480
Rhynchospora_breviuscula,CM050401.1,array,4,20
Rhynchospora_breviuscula,CM050401.1,gap,52,260
Rhynchospora_breviuscula,CM050401.1,array,5,25
Rhynchospora_breviuscula,CM050401.1,gap,50,250
Rhynchospora_breviuscula,CM050401.1,array,4,20
